标题,图片链接,详情页,价格,运费,所在地,销量,评论数,店铺名称,标识
新货新疆干杏吊死干无添加天然无糖特级树上干杏子甜散装原味大酸,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2208502314723/O1CN01I0KreA1klBIuuph8h_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647013060740\u0026ns\u003d1\u0026abbucket\u003d16,7.70,0.00,广东阳江,0,,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
新疆特产土耳其大黑杏干黄金杏脯杏肉无核特级孕妇零食天然无添加,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2208502314723/O1CN01AA1uBC1klBIp0VC0E_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647145218139\u0026ns\u003d1\u0026abbucket\u003d16,9.04,0.00,广东阳江,0,,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
新疆杏干特级阿克苏四团原味树上吊死干杏2斤杏子杏仁20年新货,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2208502314723/O1CN01kETyZU1klBIpamOfx_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647211474694\u0026ns\u003d1\u0026abbucket\u003d16,8.69,0.00,广东阳江,0,,徽朵食品专营店,['尚天猫，就购了']
新疆特产土耳其大黑杏干杏脯无核无添加天然无糖杏肉果脯零食500g,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2208502314723/O1CN015nWgFc1klBImbJKa1_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647300046581\u0026ns\u003d1\u0026abbucket\u003d16,12.47,0.00,广东阳江,0,1,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
土耳其杏干进口特级无核新疆杏脯无添加天然无糖大黑杏干杏肉,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2208502314723/O1CN01Hoifix1klBItUDP20_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647436905890\u0026ns\u003d1\u0026abbucket\u003d16,10.48,0.00,广东阳江,0,,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
小白杏吊干杏新疆特产吊死干杏原味绿色产品无添加孕妇零食杏干,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2208502314723/O1CN01fbIgzW1klBIsSI83v_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647622398326\u0026ns\u003d1\u0026abbucket\u003d16,10.48,0.00,广东阳江,0,,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
新疆四团杏干5斤真空装新货特级无添加伊利树上吊干杏果脯特产1斤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2208502314723/O1CN01cd3k8w1klBJ12Qflk_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d648567583598\u0026ns\u003d1\u0026abbucket\u003d16,6.99,0.00,广东阳江,0,,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
百草味新疆红杏干杏脯500g无吊干杏杏肉添加天然酸杏子休闲零食果,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2212780291034/O1CN015frVEv1JVcF53CsBW_!!2212780291034.jpg,https://item.taobao.com/item.htm?id\u003d657100921204\u0026ns\u003d1\u0026abbucket\u003d16#detail,20.63,99.00,浙江杭州,0,9,奕婧商贸,[]
。土耳其杏干无添加天然杏脯1000g包邮杏肉非新疆杏子甘草吊干杏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2208502314723/O1CN01BbxTqN1klBHc5nPe0_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d637655705724\u0026ns\u003d1\u0026abbucket\u003d16,15.69,30.00,广东阳江,0,,徽朵食品专营店,['尚天猫，就购了']
。包邮 新疆阿克苏四团吊干杏 吊死干 树上杏干 优级小白杏干 500,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2208502314723/O1CN01uRE0Bb1klBHXWxLPt_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d637631909981\u0026ns\u003d1\u0026abbucket\u003d16,26.33,30.00,广东阳江,0,,徽朵食品专营店,['尚天猫，就购了']
。杏干20年新货级特2纯天然糖无吊干杏天然新疆四团吊杆杏,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2208502314723/O1CN01iPr97m1klBH20NiUz_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d626206488302\u0026ns\u003d1\u0026abbucket\u003d16,26.33,30.00,广东阳江,0,1,徽朵食品专营店,['尚天猫，就购了']
。新疆吊干杏四团树上干杏脯吊死干级特杏干无添天然杏子杏加,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2208502314723/O1CN01LpFidh1klBH5eOQUr_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d626821210394\u0026ns\u003d1\u0026abbucket\u003d16,65.97,30.00,广东阳江,0,,徽朵食品专营店,['尚天猫，就购了']
新疆特产小白杏干新鲜吊死杏干树上晒干500克零食 小吃,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2208121096547/O1CN01KV25mK1yEZjZQtBck_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d650777434197\u0026ns\u003d1\u0026abbucket\u003d16,34.20,25.00,新疆哈密,0,,晶客旗舰店,['尚天猫，就购了']
杏干敦煌李广杏500克吊干无添加甘肃新疆杏皮水原料新鲜李广杏,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2210478162249/O1CN01WZh5M51SU5RMh97Nx_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d649612916421\u0026ns\u003d1\u0026abbucket\u003d16,43.20,99.00,甘肃酒泉,0,,岳秋汇旗舰店,['尚天猫，就购了']
新疆四团杏干无添加新货吊干杏伊犁树上杏干新鲜孕妇零食杏干,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2210478162249/O1CN01iiVJNM1SU5RLiYLb1_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d649940265419\u0026ns\u003d1\u0026abbucket\u003d16,57.31,99.00,新疆阿克苏,0,,岳秋汇旗舰店,['尚天猫，就购了']
新疆吊干杏四团树上干杏脯吊死干杏干2斤无添加杏子杏仁杏干,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2210478162249/O1CN012swrqT1SU5RbLweBJ_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d649612624783\u0026ns\u003d1\u0026abbucket\u003d16,33.98,99.00,新疆阿克苏,0,,岳秋汇旗舰店,"['尚天猫，就购了', '当季新品']"
新疆特产杏包仁500g无添加手工零食土耳其黑杏干杏脯夹核桃仁,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2210478162249/O1CN019MP84J1SU5RUQuUz1_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d650295490291\u0026ns\u003d1\u0026abbucket\u003d16,64.80,99.00,新疆乌鲁木齐,0,,岳秋汇旗舰店,['尚天猫，就购了']
杏干500g去核大杏肉土耳其黑杏干零食果脯蜜饯杏脯新疆红杏200g,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2212545583974/O1CN01IJWPlo1fE8fawvgZo_!!2212545583974.jpg,https://item.taobao.com/item.htm?id\u003d654545720785\u0026ns\u003d1\u0026abbucket\u003d16#detail,28.88,30.00,浙江温州,0,4,羽飞食品店,[]
黑杏干杏脯无添加无糖散装非新疆特产酸甜树上吊死干包邮,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2210478162249/O1CN010X2r541SU5RUOXCtA_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d650292202547\u0026ns\u003d1\u0026abbucket\u003d16,39.74,99.00,新疆乌鲁木齐,0,,岳秋汇旗舰店,"['尚天猫，就购了', '当季新品']"
新疆特产土耳其大黑杏干甜杏干杏脯无核杏肉500g包邮,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2206493714112/O1CN01XGV1Dq1gFLKdk57LJ_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d657364320990\u0026ns\u003d1\u0026abbucket\u003d16,38.92,25.00,新疆乌鲁木齐,0,1,夏吉旗舰店,"['尚天猫，就购了', '当季新品']"
新疆杏包仁300g小白杏干无添加树上干杏夹甜杏仁伊犁特产杏仁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2210478162249/O1CN01wFSb731SU5RXFgya8_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d650540905451\u0026ns\u003d1\u0026abbucket\u003d16,57.31,99.00,新疆乌鲁木齐,0,,岳秋汇旗舰店,['尚天猫，就购了']
新疆库车小白杏干今年新货树上吊干杏无添加无糖500g果脯干果干杏,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2210478162249/O1CN01SiUAdL1SU5RaDQ759_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d650353358110\u0026ns\u003d1\u0026abbucket\u003d16,51.84,99.00,新疆阿克苏,0,,岳秋汇旗舰店,['尚天猫，就购了']
新疆特产土耳其大黑杏干甜杏干杏脯无核杏肉500g包邮大黑杏干甜杏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2210478162249/O1CN01VNaIvj1SU5RjBtkeK_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d650632149622\u0026ns\u003d1\u0026abbucket\u003d16,43.06,99.00,新疆乌鲁木齐,0,,岳秋汇旗舰店,['尚天猫，就购了']
子味杏包仁小包500g新疆特产杏包核桃新口味上市蜜饯干果休闲零食,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2211231480453/O1CN01MlQtCY1FDW6K5OTfO_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647049509652\u0026ns\u003d1\u0026abbucket\u003d16,39.66,300.00,浙江杭州,0,,fullporch壹满轩旗舰店,"['尚天猫，就购了', '公益宝贝']"
腾辉天然杏干新疆新鲜吊干杏 带核杏肉酸甜果脯蜜饯消磨时光,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2211231480453/O1CN01uj7Atq1FDW6TJsPQc_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d646843865277\u0026ns\u003d1\u0026abbucket\u003d16,34.20,300.00,浙江杭州,0,3,fullporch壹满轩旗舰店,"['尚天猫，就购了', '公益宝贝']"
阿凡提新疆杏干树上干杏伊犁自然吊杏肉零食果脯蜜饯食品杏脯,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2212409619094/O1CN01mhOq5g2H36XEeTIsk_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d658135921504\u0026ns\u003d1\u0026abbucket\u003d16,65.14,999.00,上海,0,1,米可丹旗舰店,"['尚天猫，就购了', '当季新品']"
新疆伊犁走进西域吊死干杏干99g*1袋树上干杏果干袋装特产,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2212448838347/O1CN01dllPnp2BWyfwkZbsf_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d658424652661\u0026ns\u003d1\u0026abbucket\u003d16,50.80,500.00,湖南株洲,0,,滋婵旗舰店,"['尚天猫，就购了', '当季新品']"
子味杏包仁小包500g新疆特产杏包核桃新口味上市蜜饯干果休闲零食,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2211231480453/O1CN018Z3UyW1FDW6S2xIsP_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d646633080489\u0026ns\u003d1\u0026abbucket\u003d16,39.66,300.00,浙江杭州,0,,fullporch壹满轩旗舰店,"['尚天猫，就购了', '公益宝贝']"
新疆吊干杏四团树上吊干杏干农家天然吊树杏子干杏仁,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2211231480453/O1CN01MemwCt1FDW6KCPJ4C_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d646653144780\u0026ns\u003d1\u0026abbucket\u003d16,31.92,300.00,浙江杭州,0,2,fullporch壹满轩旗舰店,"['尚天猫，就购了', '公益宝贝']"
新疆四团树上杏干新货零食特产500克2袋包邮,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2212409619094/O1CN01d2MOoL2H36XJDmoFG_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d658183636595\u0026ns\u003d1\u0026abbucket\u003d16,46.16,999.00,上海,0,,米可丹旗舰店,"['尚天猫，就购了', '当季新品']"
敦煌李广杏干320g甘肃特产皇宝杏肉葡萄干黑加仑树上吊干非新疆,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2212409619094/O1CN01E8Wwwk2H36Wgh7vLY_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d655756787790\u0026ns\u003d1\u0026abbucket\u003d16,43.20,999.00,上海,0,,米可丹旗舰店,"['尚天猫，就购了', '当季新品']"
新疆杏包仁大漠马卡龙天然吊死杏干夹核桃仁甘草杏脯杏肉树上干杏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2212976047038/O1CN01iGc1t421rSEh996Yq_!!2212976047038.jpg,https://item.taobao.com/item.htm?id\u003d663140186370\u0026ns\u003d1\u0026abbucket\u003d16#detail,33.50,500.00,北京,0,,珈伶食品,[]
新疆红杏干添加500g孕妇零食办公室无核杏肉干果脯蜜饯酸杏脯杏子,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2207906283478/O1CN01loTz951bYyEZHNqm0_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d659272901776\u0026ns\u003d1\u0026abbucket\u003d16,17.32,25.00,安徽黄山,0,,果敬旗舰店,"['尚天猫，就购了', '当季新品']"
新疆特产大黑杏干无核杏肉果干400g杏干果脯休闲零食无添加杏肉脯,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2207906283478/O1CN017wFFaP1bYyEZElmzV_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d659270337681\u0026ns\u003d1\u0026abbucket\u003d16,41.57,25.00,新疆乌鲁木齐,0,,果敬旗舰店,"['尚天猫，就购了', '当季新品']"
新疆喀什树上吊干杏干无添加杏子原味非杏脯杏干休闲零食,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2212608431040/O1CN019WsGw81JYMdBBawM3_!!2212608431040.jpg,https://item.taobao.com/item.htm?id\u003d661628208252\u0026ns\u003d1\u0026abbucket\u003d16#detail,19.97,30.00,河北石家庄,0,,旺高食品店,[]
新疆杏包仁大漠马卡龙天然吊死杏干夹核桃仁甘草杏脯杏肉树上干杏,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2212735848336/O1CN01cV7on52BRwKbnkioW_!!2212735848336.jpg,https://item.taobao.com/item.htm?id\u003d663133830823\u0026ns\u003d1\u0026abbucket\u003d16#detail,33.50,28.00,浙江温州,0,,tb192474698271,[]
水花 新疆天柠果业 新疆甘草杏500g*2/蜜杏干500g*2袋装包邮,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2210907937171/O1CN01F7X04j22qMu2dfumL_!!2210907937171.jpg,https://item.taobao.com/item.htm?id\u003d658757829696\u0026ns\u003d1\u0026abbucket\u003d16#detail,53.90,50.00,福建厦门,0,,世初食品铺,[]
新疆伊犁吊死干杏树上干杏 杏肉杏仁小白杏红杏干特产2斤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2212817413427/O1CN01cButbQ1bBc21P5jyJ_!!2212817413427.jpg,https://item.taobao.com/item.htm?id\u003d658758585869\u0026ns\u003d1\u0026abbucket\u003d16#detail,96.00,25.00,新疆阿克苏,0,4,tb530319088,[]
杏干无添加天然杏脯干美味杏肉无糖新疆吊杏干精品土耳其大黑杏干,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2208502314723/O1CN01DosgLQ1klBIfC1Tc0_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d646405220607\u0026ns\u003d1\u0026abbucket\u003d16,16.11,0.00,广东阳江,0,,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
20新货新疆大杏干特级天然无添加吊干杏500g无糖自然农家特产包邮,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2208502314723/O1CN01yjdBot1klBIwA5cT8_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d646654952328\u0026ns\u003d1\u0026abbucket\u003d16,11.39,0.00,广东阳江,0,1,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
2020年新疆吊杏干死无添加农家天然无糖树上新疆特产特级杏脯干大,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2208502314723/O1CN01cCRCw31klBIv94XgB_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d646810345408\u0026ns\u003d1\u0026abbucket\u003d16,10.83,0.00,广东阳江,0,1,徽朵食品专营店,['尚天猫，就购了']
新疆特产杏包仁500g无添加手工天然零食土耳其黑杏干杏脯夹核桃仁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2208502314723/O1CN01wO2RgE1klBItxE1te_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647004233769\u0026ns\u003d1\u0026abbucket\u003d16,15.77,0.00,广东阳江,0,,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
新货新疆干杏吊死干无添加天然无糖特级树上干杏子甜散装原味大酸,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2208502314723/O1CN01I0KreA1klBIuuph8h_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647013060740\u0026ns\u003d1\u0026abbucket\u003d16,7.70,0.00,广东阳江,0,,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
新疆特产土耳其大黑杏干黄金杏脯杏肉无核特级孕妇零食天然无添加,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2208502314723/O1CN01AA1uBC1klBIp0VC0E_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647145218139\u0026ns\u003d1\u0026abbucket\u003d16,9.04,0.00,广东阳江,0,,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
新疆杏干特级阿克苏四团原味树上吊死干杏2斤杏子杏仁20年新货,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2208502314723/O1CN01kETyZU1klBIpamOfx_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647211474694\u0026ns\u003d1\u0026abbucket\u003d16,8.69,0.00,广东阳江,0,,徽朵食品专营店,['尚天猫，就购了']
新疆特产土耳其大黑杏干杏脯无核无添加天然无糖杏肉果脯零食500g,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2208502314723/O1CN015nWgFc1klBImbJKa1_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647300046581\u0026ns\u003d1\u0026abbucket\u003d16,12.47,0.00,广东阳江,0,1,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
土耳其杏干进口特级无核新疆杏脯无添加天然无糖大黑杏干杏肉,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2208502314723/O1CN01Hoifix1klBItUDP20_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647436905890\u0026ns\u003d1\u0026abbucket\u003d16,10.48,0.00,广东阳江,0,,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
小白杏吊干杏新疆特产吊死干杏原味绿色产品无添加孕妇零食杏干,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2208502314723/O1CN01fbIgzW1klBIsSI83v_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647622398326\u0026ns\u003d1\u0026abbucket\u003d16,10.48,0.00,广东阳江,0,,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
新疆四团杏干5斤真空装新货特级无添加伊利树上吊干杏果脯特产1斤,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2208502314723/O1CN01cd3k8w1klBJ12Qflk_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d648567583598\u0026ns\u003d1\u0026abbucket\u003d16,6.99,0.00,广东阳江,0,,徽朵食品专营店,"['尚天猫，就购了', '当季新品']"
百草味新疆红杏干杏脯500g无吊干杏杏肉添加天然酸杏子休闲零食果,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2212780291034/O1CN015frVEv1JVcF53CsBW_!!2212780291034.jpg,https://item.taobao.com/item.htm?id\u003d657100921204\u0026ns\u003d1\u0026abbucket\u003d16#detail,20.63,99.00,浙江杭州,0,9,奕婧商贸,[]
。土耳其杏干无添加天然杏脯1000g包邮杏肉非新疆杏子甘草吊干杏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2208502314723/O1CN01BbxTqN1klBHc5nPe0_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d637655705724\u0026ns\u003d1\u0026abbucket\u003d16,15.69,30.00,广东阳江,0,,徽朵食品专营店,['尚天猫，就购了']
。包邮 新疆阿克苏四团吊干杏 吊死干 树上杏干 优级小白杏干 500,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2208502314723/O1CN01uRE0Bb1klBHXWxLPt_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d637631909981\u0026ns\u003d1\u0026abbucket\u003d16,26.33,30.00,广东阳江,0,,徽朵食品专营店,['尚天猫，就购了']
。杏干20年新货级特2纯天然糖无吊干杏天然新疆四团吊杆杏,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2208502314723/O1CN01iPr97m1klBH20NiUz_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d626206488302\u0026ns\u003d1\u0026abbucket\u003d16,26.33,30.00,广东阳江,0,1,徽朵食品专营店,['尚天猫，就购了']
。新疆吊干杏四团树上干杏脯吊死干级特杏干无添天然杏子杏加,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2208502314723/O1CN01LpFidh1klBH5eOQUr_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d626821210394\u0026ns\u003d1\u0026abbucket\u003d16,65.97,30.00,广东阳江,0,,徽朵食品专营店,['尚天猫，就购了']
新疆特产小白杏干新鲜吊死杏干树上晒干500克零食 小吃,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2208121096547/O1CN01KV25mK1yEZjZQtBck_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d650777434197\u0026ns\u003d1\u0026abbucket\u003d16,34.20,25.00,新疆哈密,0,,晶客旗舰店,['尚天猫，就购了']
杏干敦煌李广杏500克吊干无添加甘肃新疆杏皮水原料新鲜李广杏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2210478162249/O1CN01WZh5M51SU5RMh97Nx_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d649612916421\u0026ns\u003d1\u0026abbucket\u003d16,43.20,99.00,甘肃酒泉,0,,岳秋汇旗舰店,['尚天猫，就购了']
新疆四团杏干无添加新货吊干杏伊犁树上杏干新鲜孕妇零食杏干,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2210478162249/O1CN01iiVJNM1SU5RLiYLb1_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d649940265419\u0026ns\u003d1\u0026abbucket\u003d16,57.31,99.00,新疆阿克苏,0,,岳秋汇旗舰店,['尚天猫，就购了']
新疆吊干杏四团树上干杏脯吊死干杏干2斤无添加杏子杏仁杏干,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2210478162249/O1CN012swrqT1SU5RbLweBJ_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d649612624783\u0026ns\u003d1\u0026abbucket\u003d16,33.98,99.00,新疆阿克苏,0,,岳秋汇旗舰店,"['尚天猫，就购了', '当季新品']"
新疆特产杏包仁500g无添加手工零食土耳其黑杏干杏脯夹核桃仁,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2210478162249/O1CN019MP84J1SU5RUQuUz1_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d650295490291\u0026ns\u003d1\u0026abbucket\u003d16,64.80,99.00,新疆乌鲁木齐,0,,岳秋汇旗舰店,['尚天猫，就购了']
杏干500g去核大杏肉土耳其黑杏干零食果脯蜜饯杏脯新疆红杏200g,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2212545583974/O1CN01IJWPlo1fE8fawvgZo_!!2212545583974.jpg,https://item.taobao.com/item.htm?id\u003d654545720785\u0026ns\u003d1\u0026abbucket\u003d16#detail,28.88,30.00,浙江温州,0,4,羽飞食品店,[]
黑杏干杏脯无添加无糖散装非新疆特产酸甜树上吊死干包邮,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2210478162249/O1CN010X2r541SU5RUOXCtA_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d650292202547\u0026ns\u003d1\u0026abbucket\u003d16,39.74,99.00,新疆乌鲁木齐,0,,岳秋汇旗舰店,"['尚天猫，就购了', '当季新品']"
新疆特产土耳其大黑杏干甜杏干杏脯无核杏肉500g包邮,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2206493714112/O1CN01XGV1Dq1gFLKdk57LJ_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d657364320990\u0026ns\u003d1\u0026abbucket\u003d16,38.92,25.00,新疆乌鲁木齐,0,1,夏吉旗舰店,"['尚天猫，就购了', '当季新品']"
新疆杏包仁300g小白杏干无添加树上干杏夹甜杏仁伊犁特产杏仁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2210478162249/O1CN01wFSb731SU5RXFgya8_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d650540905451\u0026ns\u003d1\u0026abbucket\u003d16,57.31,99.00,新疆乌鲁木齐,0,,岳秋汇旗舰店,['尚天猫，就购了']
新疆库车小白杏干今年新货树上吊干杏无添加无糖500g果脯干果干杏,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2210478162249/O1CN01SiUAdL1SU5RaDQ759_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d650353358110\u0026ns\u003d1\u0026abbucket\u003d16,51.84,99.00,新疆阿克苏,0,,岳秋汇旗舰店,['尚天猫，就购了']
新疆特产土耳其大黑杏干甜杏干杏脯无核杏肉500g包邮大黑杏干甜杏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2210478162249/O1CN01VNaIvj1SU5RjBtkeK_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d650632149622\u0026ns\u003d1\u0026abbucket\u003d16,43.06,99.00,新疆乌鲁木齐,0,,岳秋汇旗舰店,['尚天猫，就购了']
子味杏包仁小包500g新疆特产杏包核桃新口味上市蜜饯干果休闲零食,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2211231480453/O1CN01MlQtCY1FDW6K5OTfO_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d647049509652\u0026ns\u003d1\u0026abbucket\u003d16,39.66,300.00,浙江杭州,0,,fullporch壹满轩旗舰店,"['尚天猫，就购了', '公益宝贝']"
腾辉天然杏干新疆新鲜吊干杏 带核杏肉酸甜果脯蜜饯消磨时光,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2211231480453/O1CN01uj7Atq1FDW6TJsPQc_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d646843865277\u0026ns\u003d1\u0026abbucket\u003d16,34.20,300.00,浙江杭州,0,3,fullporch壹满轩旗舰店,"['尚天猫，就购了', '公益宝贝']"
阿凡提新疆杏干树上干杏伊犁自然吊杏肉零食果脯蜜饯食品杏脯,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2212409619094/O1CN01mhOq5g2H36XEeTIsk_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id\u003d658135921504\u0026ns\u003d1\u0026abbucket\u003d16,65.14,999.00,上海,0,1,米可丹旗舰店,"['尚天猫，就购了', '当季新品']"
