raw_title,detail_url,view_price,view_fee,item_loc,view_sales,comment_count,user_id,nick,icon,comment_url,shopLink,shopcard.isTmall
无核杏干500g杏脯非新疆土耳其偏酸无红杏干孕妇儿童添加天然零食,//detail.tmall.com/item.htm?id=660112192538&ns=1&abbucket=10,13.8,15.0,浙江 杭州,55,26.0,2011241286,绿山情食品旗舰店,"['天猫宝贝', '新品']",//detail.tmall.com/item.htm?id=660112192538&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2011241286,True
新疆杏包仁天然吊死杏干夹核桃仁大丑杏甘草杏脯杏肉休闲零食蜜饯,//item.taobao.com/item.htm?id=652700525689&ns=1&abbucket=10#detail,38.8,0.0,新疆 伊犁,55,187.0,2452056078,李老姜,['金牌卖家'],//item.taobao.com/item.htm?id=652700525689&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2452056078,False
21年新货新疆特产无核黑杏干杏肉不加糖零食自然原味500g杏脯果干,//detail.tmall.com/item.htm?id=557550745783&ns=1&abbucket=10,39.8,12.0,新疆 乌鲁木齐,55,436.0,1890865884,沙漠玉珠旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=557550745783&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1890865884,True
【天山风味】新疆天山无核杏干 软糯酸甜滋润心田 120g/袋,//item.taobao.com/item.htm?id=654576857384&ns=1&abbucket=10#detail,69.0,100.0,广东 广州,55,39.0,2209813269991,tb6653439431,['公益宝贝'],//item.taobao.com/item.htm?id=654576857384&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2209813269991,False
品田佳甘草杏肉500g独立小包装杏脯杏干蜜饯果脯杏条新疆特产,//item.taobao.com/item.htm?id=619678274398&ns=1&abbucket=10#detail,11.75,50.0,河北 石家庄,53,314.0,1708378297,福泰商行6,['金牌卖家'],//item.taobao.com/item.htm?id=619678274398&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1708378297,False
小小的我新疆英吉沙色买提杏肉无添加孕妇级零食酸甜可口杏脯杏干,//item.taobao.com/item.htm?id=633711250502&ns=1&abbucket=10#detail,36.9,0.0,新疆 乌鲁木齐,53,249.0,1658223705,卡布奇诺kcd,['金牌卖家'],//item.taobao.com/item.htm?id=633711250502&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1658223705,False
新疆特产大白杏干喀什甜杏干无添加天然特级农家散装吊干无糖500g,//item.taobao.com/item.htm?id=585264095541&ns=1&abbucket=10#detail,39.5,0.0,新疆 乌鲁木齐,53,504.0,711480404,huanhuantete,['金牌卖家'],//item.taobao.com/item.htm?id=585264095541&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=711480404,False
神恋新疆英吉沙色买提杏肉休闲零食小吃吊干杏80g/袋 4袋组合装,//item.taobao.com/item.htm?id=633498136727&ns=1&abbucket=10#detail,49.9,0.0,新疆 喀什,53,228.0,2208386529675,kashishenlian,[],//item.taobao.com/item.htm?id=633498136727&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2208386529675,False
锐锐果 新疆大黑杏干 天然无熏制树上杏干500g孕妇零食非小白杏干,//detail.tmall.com/item.htm?id=596581158697&ns=1&abbucket=10,32.9,0.0,新疆 乌鲁木齐,52,554.0,3711601166,锐锐果旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=596581158697&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=3711601166,True
新疆特产英吉沙杏干无糖渍无添加天然杏子干无核原味酸甜杏肉500g,//item.taobao.com/item.htm?id=653822347093&ns=1&abbucket=10#detail,35.9,500.0,新疆 乌鲁木齐,52,857.0,1039864591,采762456586,[],//item.taobao.com/item.htm?id=653822347093&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1039864591,False
甜杏肉新疆特产杏条500g零食无添加杏脯无核果干零食孕妇沙迪克,//item.taobao.com/item.htm?id=564767251568&ns=1&abbucket=10#detail,34.9,0.0,北京,51,213.0,2354703785,xyy7815燕子,[],//item.taobao.com/item.htm?id=564767251568&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2354703785,False
新疆杏干特级阿克苏四团原味树上吊死干杏2斤杏子杏仁21年新货,//item.taobao.com/item.htm?id=601791831030&ns=1&abbucket=10#detail,24.8,50.0,湖南 益阳,50,563.0,809495359,xiaowanghua0964,[],//item.taobao.com/item.htm?id=601791831030&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=809495359,False
土耳其进口黑杏干500g包邮整颗甜杏干杏脯无核杏肉新疆杏干杏脯,//item.taobao.com/item.htm?id=592356474444&ns=1&abbucket=10#detail,12.9,200.0,山东 菏泽,50,12.0,2908695715,丁丁邮箱201511048,"['金牌卖家', '公益宝贝']",//item.taobao.com/item.htm?id=592356474444&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2908695715,False
阿克苏吊干杏干新疆特产2021年新货特树上干杏脯级四团杏干,//item.taobao.com/item.htm?id=657915809240&ns=1&abbucket=10#detail,68.0,0.0,新疆 巴音郭楞,49,51.0,2056448323,西域红帆,[],//item.taobao.com/item.htm?id=657915809240&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2056448323,False
吊干杏干500g杏脯非新疆杏肉酸甜水果干无红杏干添加天然蜜饯零食,//detail.tmall.com/item.htm?id=623355024795&ns=1&abbucket=10,15.8,50.0,浙江 杭州,48,1917.0,2208097443767,纳什小铺旗舰店,"['天猫宝贝', '公益宝贝']",//detail.tmall.com/item.htm?id=623355024795&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2208097443767,True
新疆杏包仁杏肉夹核桃仁大漠马卡龙伊犁树上吊死干杏脯肉零食蜜饯,//detail.tmall.com/item.htm?id=631300762501&ns=1&abbucket=10,19.9,0.0,新疆 乌鲁木齐,48,8.0,669932321,丝路宝典旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=631300762501&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=669932321,True
简农无核大黑干杏脯338g新疆特产休闲零食,//detail.tmall.com/item.htm?id=546780388736&ns=1&abbucket=10,45.0,0.0,新疆 乌鲁木齐,47,142.0,2825368662,简农旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=546780388736&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2825368662,True
新疆杏干天然特级散装无添加黑杏干原味农家大白杏干杏肉休闲零食,//item.taobao.com/item.htm?id=4756384718&ns=1&abbucket=10#detail,22.0,0.0,新疆 阿克苏,47,269.0,381297736,新疆阿克苏特产,['公益宝贝'],//item.taobao.com/item.htm?id=4756384718&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=381297736,False
吊干金杏干500g杏脯红杏干果脯非新疆杏肉无核酸甜杏子无零食添加,//detail.tmall.com/item.htm?id=646142127877&ns=1&abbucket=10,13.5,50.0,山东 临沂,46,68.0,2201205375619,哟嗨呆旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=646142127877&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2201205375619,True
新疆特产特级黑杏夹核桃仁500g无添加天然杏干杏脯包仁独立小包装,//item.taobao.com/item.htm?id=606414093512&ns=1&abbucket=10#detail,42.5,0.0,新疆 乌鲁木齐,46,483.0,2481880438,大漠果农木子特产店,['金牌卖家'],//item.taobao.com/item.htm?id=606414093512&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2481880438,False
新疆特产自然集木亚格无核杏干零食儿童休闲水果干果脯杏肉250g,//item.taobao.com/item.htm?id=587098094192&ns=1&abbucket=10#detail,44.0,100.0,上海,45,227.0,788555073,垦利王迪,['金牌卖家'],//item.taobao.com/item.htm?id=587098094192&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=788555073,False
新疆吊干杏2斤特级无添加2020新货树上干杏脯天然特产新鲜吊杏干,//item.taobao.com/item.htm?id=620627085760&ns=1&abbucket=10#detail,23.0,20.0,新疆 乌鲁木齐,45,84.0,1635604220,真丝坊08,['公益宝贝'],//item.taobao.com/item.htm?id=620627085760&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1635604220,False
新疆杏干杏脯树上干杏无添加四团吊干杏吊死杏干500g特产新货,//detail.tmall.com/item.htm?id=634394842787&ns=1&abbucket=10,19.9,0.0,新疆 乌鲁木齐,44,240.0,2085906572,黄金田园食品旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=634394842787&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2085906572,True
2021年新疆吊干杏原汁原味小红杏杏干500g零食软口杏脯 满2斤包邮,//item.taobao.com/item.htm?id=629793599200&ns=1&abbucket=10#detail,27.0,10.0,新疆 阿克苏,43,226.0,1719054004,新疆干果之枣枣,[],//item.taobao.com/item.htm?id=629793599200&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1719054004,False
切糕王子天然树吊杏干休闲食品零食小吃无添加天然新疆杏肉果脯,//detail.tmall.com/item.htm?id=659952013063&ns=1&abbucket=10,19.8,10.0,安徽 亳州,43,10.0,2460436687,切糕王子旗舰店,"['天猫宝贝', '新品']",//detail.tmall.com/item.htm?id=659952013063&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2460436687,True
新疆特产特大无添加天然黑杏干树上吊干无核杏脯杏肉500g酸甜零食,//item.taobao.com/item.htm?id=641051949221&ns=1&abbucket=10#detail,44.9,0.0,新疆 乌鲁木齐,43,104.0,1120270281,简约style_wxm,"['金牌卖家', '公益宝贝']",//item.taobao.com/item.htm?id=641051949221&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1120270281,False
新货特级新疆特产四团树上杏干吊杏干天然晾晒原生态孕妇儿童无硫,//item.taobao.com/item.htm?id=629347606394&ns=1&abbucket=10#detail,12.0,0.0,新疆 乌鲁木齐,42,566.0,24218670,蛮蛮82,['公益宝贝'],//item.taobao.com/item.htm?id=629347606394&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=24218670,False
简农古树杏干338g*2袋杏脯果干无核个大肉厚天然香甜新疆果干零食,//item.taobao.com/item.htm?id=621235620602&ns=1&abbucket=10#detail,40.0,0.0,新疆 乌鲁木齐,42,78.0,2381746604,疯丫头丨,['公益宝贝'],//item.taobao.com/item.htm?id=621235620602&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2381746604,False
2021新货吊干杏干无添加天然新疆特产农家杏干果脯新疆吊干杏特级,//detail.tmall.com/item.htm?id=652820514044&ns=1&abbucket=10,28.8,0.0,新疆 阿克苏,42,84.0,2212283888132,心疆小农旗舰店,"['天猫宝贝', '公益宝贝']",//detail.tmall.com/item.htm?id=652820514044&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2212283888132,True
小小的我英吉沙杏甜杏肉5袋装新疆甜杏干杏脯孕妇零食天然无添加,//detail.tmall.com/item.htm?id=657032849921&ns=1&abbucket=10,153.0,36.0,北京,42,19.0,2210503551204,地道风物旗舰店,"['天猫宝贝', '新品']",//detail.tmall.com/item.htm?id=657032849921&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2210503551204,True
小小的我新疆甜杏肉孕妇休闲零食杏干果干果脯天然无添加无核56g,//detail.tmall.com/item.htm?id=652314560048&ns=1&abbucket=10,16.0,18.0,江苏 常州,41,27.0,2211340469078,小小的我旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=652314560048&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2211340469078,True
新疆杏干无添加天然四团吊干杏无糖吊死杏干树上500g特产新货果脯,//detail.tmall.com/item.htm?id=642896301713&ns=1&abbucket=10,29.8,0.0,新疆 乌鲁木齐,41,332.0,3789275064,帝康源旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=642896301713&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=3789275064,True
甘草杏肉罐装500g新疆吊干杏干无核添加天然酸杏干果脯蜜饯小零食,//detail.tmall.com/item.htm?id=651983495728&ns=1&abbucket=10,24.8,999.0,安徽 宣城,40,590.0,2210146746547,陌蔻旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=651983495728&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2210146746547,True
今年新货新疆四团吊干杏2斤0添加树上吊干杏干原产地儿童包邮零食,//item.taobao.com/item.htm?id=616661424259&ns=1&abbucket=10#detail,48.0,0.0,新疆 乌鲁木齐,40,119.0,676912696,ldwjj3847543,['金牌卖家'],//item.taobao.com/item.htm?id=616661424259&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=676912696,False
新疆红杏干500g罐装散装孕妇休闲蜜饯零食无核杏肉杏脯干非吊干杏,//item.taobao.com/item.htm?id=653278765539&ns=1&abbucket=10#detail,13.8,15.0,安徽 黄山,40,109.0,2916316908,徽味情丶,[],//item.taobao.com/item.htm?id=653278765539&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2916316908,False
拍2发3杏干树上自然风干500g新疆伊犁特产原味果干吊死杏,//item.taobao.com/item.htm?id=538691702837&ns=1&abbucket=10#detail,29.9,0.0,新疆 乌鲁木齐,39,328.0,68189864,xietianlong2008,"['金牌卖家', '公益宝贝']",//item.taobao.com/item.htm?id=538691702837&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=68189864,False
简农古树杏干338g袋装无核个大果干独立包装新疆天然蜜饯孕妇零食,//item.taobao.com/item.htm?id=650052936242&ns=1&abbucket=10#detail,39.9,585.0,浙江 温州,39,515.0,1803158899,zxxskc1314,['金牌卖家'],//item.taobao.com/item.htm?id=650052936242&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1803158899,False
北漠果业吊死干新疆小白杏干甜树上杏肉白吊干杏无添加天然杏脯,//detail.tmall.com/item.htm?id=587931862194&ns=1&abbucket=10,29.9,18.0,新疆 吐鲁番,38,372.0,2891812451,北漠果业旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=587931862194&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2891812451,True
阳高杏脯250g山西特产大同杏埔散装酸甜杏肉非新疆天然无添加杏干,//item.taobao.com/item.htm?id=583161682190&ns=1&abbucket=10#detail,12.8,20.0,山西 大同,38,172.0,2311502764,阳高特产杏脯,"['金牌卖家', '分组-服务', '公益宝贝']",//item.taobao.com/item.htm?id=583161682190&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2311502764,False
【4包装】简农古树杏干无添加120g新疆无核果干儿童零食休闲小吃,//item.taobao.com/item.htm?id=649708856380&ns=1&abbucket=10#detail,39.8,12.0,江苏 淮安,38,1070.0,506710789,逸尘古风,[],//item.taobao.com/item.htm?id=649708856380&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=506710789,False
【多件多折】新疆吊死干杏干500g天然特级无添加新鲜晒干果干蜜饯,//detail.tmall.com/item.htm?id=606544026749&ns=1&abbucket=10,32.9,100.0,陕西 咸阳,38,685.0,2122841297,一果倾城旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=606544026749&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2122841297,True
【一号冰川】无添加天然孕妇特级新疆小白杏干特产零食吊死干果脯,//item.taobao.com/item.htm?id=537578057486&ns=1&abbucket=10#detail,38.9,0.0,新疆 巴音郭楞,38,303.0,2438464540,口十口鸟1991,"['金牌卖家', '分组-服务']",//item.taobao.com/item.htm?id=537578057486&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2438464540,False
新疆阿克苏四团超特级吊干杏小红杏干阿克苏直发包邮杏仁颗粒大,//item.taobao.com/item.htm?id=639982003365&ns=1&abbucket=10#detail,39.0,0.0,新疆 阿克苏,37,456.0,58388219,梦断楼兰2007,[],//item.taobao.com/item.htm?id=639982003365&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=58388219,False
沙漠干杏土耳其杏干天然杏脯非新疆树上干杏特级杏肉杭州特产零食,//item.taobao.com/item.htm?id=615616490269&ns=1&abbucket=10#detail,11.6,999.0,江苏 常州,37,224.0,2207435608881,甜萝姑娘2020,"['金牌卖家', '公益宝贝']",//item.taobao.com/item.htm?id=615616490269&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2207435608881,False
新疆吊干杏甜特级农家天然无添加树上小白杏干脯杏仁新疆发货包邮,//item.taobao.com/item.htm?id=574060287508&ns=1&abbucket=10#detail,22.8,0.0,新疆 巴音郭楞,37,150.0,2953403848,蒋家小铺,"['金牌卖家', '公益宝贝']",//item.taobao.com/item.htm?id=574060287508&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2953403848,False
恰品小蜂农业新疆莎车杏干350g   自然风干树上掉干杏,//detail.tmall.com/item.htm?id=620427730264&ns=1&abbucket=10,36.8,10.0,上海,37,154.0,2208155517364,恰品旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=620427730264&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2208155517364,True
2021新货新疆阿克苏四团吊干杏500g吊死干特级树上风干杏干特产,//item.taobao.com/item.htm?id=599692880464&ns=1&abbucket=10#detail,28.8,0.0,新疆 阿克苏,36,222.0,3939647086,新疆阿克苏纸皮核桃直销,[],//item.taobao.com/item.htm?id=599692880464&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=3939647086,False
新疆阿克苏树上吊死自然风干杏干无添加孕妇零食果脯伊犁小白杏干,//item.taobao.com/item.htm?id=536827285559&ns=1&abbucket=10#detail,36.0,0.0,新疆 巴音郭楞,36,338.0,203539873,desiregreen,['公益宝贝'],//item.taobao.com/item.htm?id=536827285559&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=203539873,False
田园果珍新疆特产杏脯夹核桃仁无添加自然烘干营养无糖袋装小零食,//item.taobao.com/item.htm?id=620825707965&ns=1&abbucket=10#detail,15.9,0.0,新疆 乌鲁木齐,36,285.0,2575123446,田园优果,['公益宝贝'],//item.taobao.com/item.htm?id=620825707965&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2575123446,False
今年新货新疆阳霞小白杏干香甜无硫无添加500g【零食小杏干】包邮,//item.taobao.com/item.htm?id=604224481405&ns=1&abbucket=10#detail,23.9,0.0,新疆 巴音郭楞,36,953.0,178353107,吴谦干果店铺,['金牌卖家'],//item.taobao.com/item.htm?id=604224481405&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=178353107,False
简农古树杏干4袋装无核杏肉个大果干独立包装新疆天然蜜饯小零食,//item.taobao.com/item.htm?id=651852108920&ns=1&abbucket=10#detail,14.8,999.0,浙江 金华,36,180.0,813372674,tb8770567_2011,[],//item.taobao.com/item.htm?id=651852108920&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=813372674,False
新疆无糖杏干库车小白杏干伊犁小红杏吊干杏喀什大杏干孕妇无添加,//item.taobao.com/item.htm?id=657724893962&ns=1&abbucket=10#detail,38.5,0.0,新疆 乌鲁木齐,35,74.0,711480404,huanhuantete,['金牌卖家'],//item.taobao.com/item.htm?id=657724893962&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=711480404,False
方林富 新疆红杏干杏脯500g干杏肉添加天然酸杏子休闲零食果脯蜜,//item.taobao.com/item.htm?id=658500813037&ns=1&abbucket=10#detail,36.8,18.0,浙江 杭州,35,31.0,1062698396,pangqinglian6,['金牌卖家'],//item.taobao.com/item.htm?id=658500813037&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1062698396,False
2021年新疆库车小白杏干500g自然风干树上新鲜散装酸甜杏干包邮,//item.taobao.com/item.htm?id=597787037279&ns=1&abbucket=10#detail,25.0,0.0,新疆 乌鲁木齐,35,432.0,1791900040,我是阿达喜,['金牌卖家'],//item.taobao.com/item.htm?id=597787037279&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1791900040,False
新疆大漠马卡龙杏包仁杏脯杏肉夹核桃仁树上吊干杏干果零食蜜饯,//detail.tmall.com/item.htm?id=40678863223&ns=1&abbucket=10,19.9,0.0,新疆 乌鲁木齐,35,178.0,773582021,西域果园官方旗舰店,"['天猫宝贝', '公益宝贝']",//detail.tmall.com/item.htm?id=40678863223&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=773582021,True
新疆红杏干黑杏脯500g吊干杏杏肉树上酸杏子休闲零食罐装果脯蜜饯,//detail.tmall.com/item.htm?id=641297177788&ns=1&abbucket=10,16.8,200.0,浙江 杭州,35,263.0,2200741663542,每鲜夫人旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=641297177788&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2200741663542,True
江博尔新疆杏干无添加天然果脯吊干杏树上杏脯新货零食特产新货,//detail.tmall.com/item.htm?id=637967860064&ns=1&abbucket=10,25.9,0.0,陕西 西安,35,43.0,2208091846632,江博尔旗舰店,"['天猫宝贝', '公益宝贝']",//detail.tmall.com/item.htm?id=637967860064&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2208091846632,True
新疆特产土耳其品种特大黄杏脯酸甜肉厚无核树上黄杏干杏肉500g,//item.taobao.com/item.htm?id=631059292983&ns=1&abbucket=10#detail,48.8,25.0,新疆 吐鲁番,35,238.0,723101153,石河子张玉干果店,['公益宝贝'],//item.taobao.com/item.htm?id=631059292983&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=723101153,False
吊干杏干300g杏脯非新疆杏肉干红杏干添加天然酸甜果干蜜饯零食,//detail.tmall.com/item.htm?id=649282230436&ns=1&abbucket=10,22.9,25.0,浙江 金华,34,112.0,2201204161698,阿睿哥旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=649282230436&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2201204161698,True
新疆吊干杏新鲜杏干无添加天然500g*2四团树上干杏吊死干特产,//detail.tmall.com/item.htm?id=626679736299&ns=1&abbucket=10,28.8,0.0,新疆 乌鲁木齐,34,3153.0,2949829967,问君旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=626679736299&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2949829967,True
无核杏干500g包邮杏脯非土耳其进口杏干酸甜杏脯果脯杏肉新疆杏干,//item.taobao.com/item.htm?id=584069111951&ns=1&abbucket=10#detail,10.8,100.0,山东 临沂,34,184.0,3421655576,t_1505170409219_013,[],//item.taobao.com/item.htm?id=584069111951&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=3421655576,False
红杏干酸甜无核水果干杏条560g非新疆吊干杏肉杏子阳高杏脯果脯,//item.taobao.com/item.htm?id=558151963220&ns=1&abbucket=10#detail,15.8,999.0,河北 张家口,34,92.0,654369455,胡子国1984,"['金牌卖家', '分组-服务']",//item.taobao.com/item.htm?id=558151963220&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=654369455,False
新疆美食四团吊杏干杏脯果脯树上杏干天然无糖无添加特产吊干杏干,//item.taobao.com/item.htm?id=637613438452&ns=1&abbucket=10#detail,29.6,0.0,新疆 阿克苏,34,431.0,1062228125,tb24473065,"['金牌卖家', '公益宝贝']",//item.taobao.com/item.htm?id=637613438452&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1062228125,False
2斤装土耳其杏干新疆特产土耳其大黑杏干 黄杏干杏脯无核杏肉,//item.taobao.com/item.htm?id=606548573124&ns=1&abbucket=10#detail,35.8,50.0,浙江 嘉兴,33,61.0,798600285,盖世非英雄0,['金牌卖家'],//item.taobao.com/item.htm?id=606548573124&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=798600285,False
新疆农家无核杏干酸杏皮干杏皮水散装无糖天然不添加杏条杏肉500g,//item.taobao.com/item.htm?id=657946987173&ns=1&abbucket=10#detail,37.5,0.0,新疆 哈密,33,22.0,94949640,kiss_gao_2008,[],//item.taobao.com/item.htm?id=657946987173&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=94949640,False
八大怪新疆特产风干杏500g每袋无添加自然精品果脯原味解馋蜜饯,//detail.tmall.com/item.htm?id=656295998380&ns=1&abbucket=10,35.8,0.0,新疆 乌鲁木齐,33,40.0,2212616461483,八大怪食品旗舰,"['天猫宝贝', '新品', '公益宝贝']",//detail.tmall.com/item.htm?id=656295998380&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2212616461483,True
新疆杏肉500克酸甜无核大杏干蜜饯果脯甘草杏肉休闲零食腾飞荣达,//item.taobao.com/item.htm?id=646285227105&ns=1&abbucket=10#detail,11.8,50.0,河北 石家庄,33,266.0,1708378297,福泰商行6,['金牌卖家'],//item.taobao.com/item.htm?id=646285227105&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=1708378297,False
土耳其进口双色黑杏干黄杏干零添加天然无核杏脯杏肉非新疆,//item.taobao.com/item.htm?id=634039578336&ns=1&abbucket=10#detail,59.0,25.0,北京,33,204.0,4160989183,迪拜alwani椰枣直卖店,"['全球购', '金牌卖家']",//item.taobao.com/item.htm?id=634039578336&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=4160989183,False
吊干杏干无添加天然杏脯新疆特产黄杏干新货树上果干酸杏子蜜饯,//detail.tmall.com/item.htm?id=641431240459&ns=1&abbucket=10,24.8,50.0,新疆 乌鲁木齐,33,345.0,2970350297,金品成食品旗舰店,['天猫宝贝'],//detail.tmall.com/item.htm?id=641431240459&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2970350297,True
伊犁吊干杏杏干2021新货新疆特产树上四团吊死干新鲜500g包邮零食,//item.taobao.com/item.htm?id=646675476504&ns=1&abbucket=10#detail,28.9,10.0,新疆 乌鲁木齐,32,227.0,2487942497,西域女兵,[],//item.taobao.com/item.htm?id=646675476504&ns=1&abbucket=10&on_comment=1,//store.taobao.com/shop/view_shop.htm?user_number_id=2487942497,False
